CODCLAVECICBENEFICIARIO|CODCLAVECICSOLICITANTE|PERIODO|FECDIA|HORINITRANSACCION|CODSUCAGE|CODSESION|CODINTERNOTRANSACCION|CODTRANSACCIONVENTANILLA|DESTRANSACCIONVENTANILLA|ACTV_BENEFICIARIO|TIPPER_BENEFICIARIO|FLG_FFNN_BENEFICIARIO|FLG_FFNN_SOLICITANTE|TIPBANCA_BENEFICIARIO|TIPBANCA_SOLICITANTE|MTOTRANSACCION|TIPPER_SOLICITANTE|DESBANCA_BENEFICIARIO|DESBANCA_SOLICITANTE|FECONS_BENEFICIARIO|FECONS_SOL|FLG_AN_BENEFICIARIO|FLG_AN_SOLICITANTE|FLG_REL|FLG_ROS_BEN|FLG_ROS_SOL
13820499|19454037|202312|13/12/23|09:59:54|395000|15|902656147044|62|Depósito Cte|5220|E|1|0|P|P|386730.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |01/10/14||0|0|0|0|0
17771684|277636|202312|19/12/23|10:27:29|575000|106|902658536106|62|Depósito Cte|9309|E|1|0|P|P|370000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |22/08/16||0|0|0|0|0
5970448|5970448|202312|21/12/23|11:21:22|285000|225|902659625163|60|Depósito Aho|0099|P|0|0|P|P|230000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
27762083|18037204|202312|15/12/23|17:19:20|570012|500|801222702309|84|Emision de Cheques de Ger|0091|P|0|0|P|P|200024.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
12868756|24389031|202312|15/12/23|11:50:01|570011|200|902657217165|107|Pago de Credito ALS|5050|E|0|0|P|P|294904.36|P|BANCA PERSONAL                     |BANCA PERSONAL                     |07/05/11||0|0|0|0|0
17497239|556724|202312|18/12/23|13:56:33|200000|308|902658171251|62|Depósito Cte|4520|E|0|1|P|P|602820.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |14/01/11||1|0|1|1|0
14921957|6678743|202312|22/12/23|17:26:06|193001|560|902660444075|62|Depósito Cte|6303|E|0|0|P|P|215903.80|P|BANCA PERSONAL                     |BANCA PERSONAL                     |25/09/12||1|0|0|1|0
22907756|4337634|202312|23/12/23|11:33:59|193009|91|801226367461|62|Depósito Cte|6519|E|1|1|E|P|344040.00|P|EMPRESA                            |BANCA PERSONAL                     |14/12/17||1|0|1|1|0
1078657|5450862|202312|27/12/23|11:55:38|220000|223|801227267025|60|Depósito Aho|7513|E|1|0|P|P|700000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |13/09/60||0|1|0|1|1
17574958|12490300|202312|20/12/23|14:41:42|575000|480|902659278829|62|Depósito Cte|5234|E|1|0|P|P|350000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |19/02/09||0|0|0|0|0
5995294|4553728|202312|18/12/23|12:54:47|193033|145|902658114132|117|Credipago without validation|5010|E|1|1|E|P|486980.00|P|EMPRESA                            |BANCA PERSONAL                     |05/04/06||0|0|1|1|1
1078657|1078657|202312|07/12/23|12:42:18|220000|322|801219439080|60|Depósito Aho|7513|E|1|1|P|P|250000.00|E|BANCA PERSONAL                     |BANCA PERSONAL                     |13/09/60|13/09/60|0|0|0|1|1
12525475|12525475|202312|27/12/23|15:23:24|193011|395|801227461938|60|Depósito Aho|0099|P|0|0|P|P|200300.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|1|1
25890920|25792617|202312|14/12/23|13:23:51|395000|220|902656795737|62|Depósito Cte|7412|E|1|0|P|P|330570.24|P|BANCA PERSONAL                     |BANCA PERSONAL                     |09/01/20||0|0|0|0|0
11853125|16298401|202312|23/12/23|09:41:12|200000|3|902660554004|117|Credipago without validation|5122|E|1|0|P|P|221208.21|P|BANCA PERSONAL                     |BANCA PERSONAL                     |03/06/13||0|0|1|0|0
11853125|16298401|202312|01/12/23|11:45:40|200000|177|902652305733|117|Credipago without validation|5122|E|1|0|P|P|203292.20|P|BANCA PERSONAL                     |BANCA PERSONAL                     |03/06/13||0|0|1|0|0
10806936|5080683|202312|18/12/23|11:35:23|445000|115|902658037503|62|Depósito Cte|5122|E|1|1|P|P|244000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |05/09/12||0|0|0|0|0
24778853|3009725|202312|20/12/23|17:19:32|215000|809|801224898764|62|Depósito Cte|3720|E|1|1|P|P|352000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |26/07/19||0|0|1|0|0
24412129|749490|202312|29/12/23|13:11:38|191061|254|902662560869|60|Depósito Aho|9309|P|0|0|P|P|370000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
3256648|2309173|202312|11/12/23|11:49:50|191041|145|902655182012|113|Credipago con validación completa|4020|E|1|0|C|P|251214.40|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |06/11/06||0|0|0|0|0
16832834|16832834|202312|27/12/23|12:26:28|220000|307|801227298225|60|Depósito Aho|0099|P|1|1|P|P|220000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
8523133|26094001|202312|28/12/23|10:27:50|480003|33|801227760984|62|Depósito Cte|0091|P|1|0|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
14149421|14149421|202312|19/12/23|13:28:17|345000|160|902658702704|60|Depósito Aho|0099|P|1|1|P|P|240000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
12844012|6878847|202312|30/12/23|11:32:00|380000|235|801229065637|62|Depósito Cte|5122|E|1|0|C|P|275630.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/14||0|0|0|0|1
12844012|12844012|202312|29/12/23|10:59:10|380000|171|801228385522|62|Depósito Cte|5122|E|1|1|C|C|233380.00|E|BANCA CORPORATIVA                  |BANCA CORPORATIVA                  |25/03/14|25/03/14|0|0|0|0|0
8672384|21226791|202312|15/12/23|10:54:48|193055|71|902657157120|62|Depósito Cte|6712|E|1|0|E|P|282020.00|P|EMPRESA                            |BANCA PERSONAL                     |12/02/09||0|0|0|0|0
22046526|957357|202312|27/12/23|15:20:40|310000|592|801227460976|84|Emision de Cheques de Ger|6023|E|1|0|P|P|429014.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |23/03/18||0|0|0|0|0
70555|70555|202312|19/12/23|10:22:33|380000|108|801223854362|62|Depósito Cte|6021|E|1|1|E|E|439850.00|E|EMPRESA                            |EMPRESA                            |30/01/91|30/01/91|0|0|0|0|0
70555|70555|202312|26/12/23|11:26:02|380000|172|801226653257|62|Depósito Cte|6021|E|1|1|E|E|400270.00|E|EMPRESA                            |EMPRESA                            |30/01/91|30/01/91|0|0|0|0|0
17420121|17420121|202312|20/12/23|12:23:52|485000|232|801224598396|60|Depósito Aho|0099|P|0|0|P|P|219385.72|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
28735352|10198392|202312|21/12/23|15:47:57|570019|256|902659841356|60|Depósito Aho|9309|E|0|0|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |31/08/16||0|0|1|0|0
28836606|17639735|202312|29/12/23|18:00:32|475012|284|801228829593|62|Depósito Cte|9309|E|0|0|P|P|483947.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |25/05/15||0|0|1|0|0
21749680|7943344|202312|29/12/23|17:43:40|375000|538|902662798370|62|Depósito Cte|9309|E|1|0|P|P|260000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |10/11/14||0|0|1|0|0
13820499|23323429|202312|23/12/23|11:04:08|395000|111|902660644834|62|Depósito Cte|5220|E|1|0|P|P|262220.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |01/10/14||0|0|0|0|0
2467734|2467734|202312|26/12/23|12:43:10|191078|157|902661019279|60|Depósito Aho|9309|P|1|1|P|P|257600.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
24569068|22551791|202312|02/12/23|11:12:19|245001|125|902652792130|62|Depósito Cte|6592|E|1|0|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |04/10/18||0|0|0|0|0
19631446|10095411|202312|19/12/23|13:16:38|403000|124|801224038097|107|Pago de Credito ALS|5121|E|1|0|P|P|350351.34|P|BANCA PERSONAL                     |BANCA PERSONAL                     |23/12/15||0|0|1|0|0
2096628|23419760|202312|12/12/23|13:59:18|570000|699|902655849172|62|Depósito Cte|5211|E|1|0|E|P|234560.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/93||0|0|0|0|0
71834|3383881|202312|26/12/23|13:21:13|475000|477|801226768956|62|Depósito Cte|5122|E|1|1|E|P|214870.00|P|EMPRESA                            |BANCA PERSONAL                     |01/04/76||0|0|1|0|0
11605537|8420173|202312|29/12/23|17:34:15|403000|221|801228796517|62|Depósito Cte|5220|E|1|0|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |24/03/12||0|0|1|0|0
46111|191269|202312|29/12/23|16:17:28|285000|766|902662725969|115|Credipago with partial validation|1554|E|1|1|C|P|263440.05|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |26/08/60||0|0|0|0|0
69556|3391219|202312|12/12/23|10:35:08|395000|65|902655673915|62|Depósito Cte|5122|E|1|0|E|P|294490.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/85||0|0|1|0|0
3622260|3740804|202312|29/12/23|10:37:38|215011|108|902662425763|62|Depósito Cte|5141|E|1|0|E|P|213900.96|P|EMPRESA                            |BANCA PERSONAL                     |28/04/03||0|0|0|0|1
155235|316459|202312|27/12/23|17:47:19|570012|554|801227620128|117|Credipago without validation|1531|E|1|0|E|P|237334.00|P|EMPRESA                            |BANCA PERSONAL                     |18/06/86||0|0|0|0|0
19788759|23431857|202312|07/12/23|09:19:46|350000|9|801219234864|60|Depósito Aho|7220|E|0|0|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |05/06/17||0|0|0|0|0
58710|518350|202312|22/12/23|11:29:05|480001|107|801225720849|115|Credipago with partial validation|1514|E|1|0|C|P|200000.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |26/11/92||0|0|0|0|0
8851327|8548205|202312|07/12/23|13:07:10|335000|358|801219461487|62|Depósito Cte|6719|E|1|0|C|P|704139.40|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
8851327|7782324|202312|28/12/23|10:14:22|570000|244|902661899716|62|Depósito Cte|6719|E|1|0|C|P|529482.20|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
10506963|5324436|202312|04/12/23|11:35:08|215005|170|902653096708|62|Depósito Cte|6021|E|1|0|P|P|222000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/05/12||0|0|1|0|0
9574369|16305503|202312|29/12/23|14:49:55|191118|236|902662645768|84|Emision de Cheques de Ger|0099|P|0|0|P|P|477537.85|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
8637421|5224738|202312|11/12/23|18:38:44|380000|830|801220462380|62|Depósito Cte|6712|E|1|1|C|C|457048.70|E|BANCA CORPORATIVA                  |BANCA CORPORATIVA                  |02/11/16|01/09/05|0|0|0|0|0
8637421|5224738|202312|26/12/23|15:37:10|380000|448|801226894005|62|Depósito Cte|6712|E|1|1|C|C|477669.20|E|BANCA CORPORATIVA                  |BANCA CORPORATIVA                  |02/11/16|01/09/05|0|0|0|0|0
8637421|5224738|202312|07/12/23|16:37:52|380000|602|801219662362|62|Depósito Cte|6712|E|1|1|C|C|619113.40|E|BANCA CORPORATIVA                  |BANCA CORPORATIVA                  |02/11/16|01/09/05|0|0|0|0|0
8637421|23193076|202312|23/12/23|10:31:44|380000|119|801226287679|62|Depósito Cte|6712|E|1|0|C|P|502910.40|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |02/11/16||0|0|0|0|0
3475700|5713711|202312|04/12/23|12:17:52|440000|174|801217615494|117|Credipago without validation|5050|E|1|1|P|P|201623.50|P|BANCA PERSONAL                     |BANCA PERSONAL                     |28/01/02||0|0|1|0|0
21449796|10344770|202312|28/12/23|16:27:46|285006|345|801228117830|60|Depósito Aho|0091|P|0|0|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
3385875|9844850|202312|15/12/23|11:50:01|405000|230|801222359191|116|Credipago con validación por rangos|6592|E|0|0|P|P|216402.34|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
6979262|25366440|202312|02/12/23|12:39:45|251000|245|902652889786|62|Depósito Cte|5143|E|0|0|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |13/08/08||0|0|0|0|0
3991565|1984672|202312|12/12/23|17:33:34|550000|441|902656031119|117|Credipago without validation|5143|E|1|1|P|P|213950.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |20/10/03||0|0|1|0|0
72314|9261716|202312|11/12/23|15:05:57|191069|337|801220212797|115|Credipago with partial validation|1549|E|1|0|C|P|297491.65|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |16/07/56||0|0|0|0|1
72314|776217|202312|15/12/23|17:30:14|191061|520|902657503420|115|Credipago with partial validation|1549|E|1|0|C|P|290000.50|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |16/07/56||0|0|0|0|0
4476823|7605198|202312|15/12/23|17:30:44|480000|560|902657509763|117|Credipago without validation|5220|E|1|0|C|P|440801.50|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |16/04/04||0|0|0|0|0
12844012|11980486|202312|23/12/23|11:46:58|305000|326|801226365639|62|Depósito Cte|5122|E|1|0|C|P|228610.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/14||0|0|0|0|0
12844012|11980486|202312|27/12/23|16:16:18|305000|873|801227517362|62|Depósito Cte|5122|E|1|0|C|P|455060.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/14||0|0|0|0|0
12844012|11980486|202312|15/12/23|14:22:03|305000|717|801222506831|62|Depósito Cte|5122|E|1|0|C|P|207770.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/14||0|0|0|0|0
12844012|11980486|202312|22/12/23|12:45:50|305000|462|801225802597|62|Depósito Cte|5122|E|1|0|C|P|208640.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/14||0|0|0|0|0
14148|2739946|202312|20/12/23|12:14:57|191061|275|902659157382|62|Depósito Cte|5220|E|1|0|E|P|300000.00|P|EMPRESA                            |BANCA PERSONAL                     |18/07/97||0|0|0|0|0
8851327|9658750|202312|19/12/23|17:28:54|335000|783|801224300731|62|Depósito Cte|6719|E|1|0|C|P|589842.60|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
23980138|7263737|202312|27/12/23|16:58:35|335000|703|801227564167|117|Credipago without validation|5233|E|1|0|E|P|240290.00|P|EMPRESA                            |BANCA PERSONAL                     |02/01/20||0|0|0|0|0
29361932|6352891|202312|06/12/23|10:46:13|191000|118|801218740086|62|Depósito Cte|5190|E|0|0|P|P|347661.85|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/11/16||0|0|0|0|0
14492634|18346355|202312|18/12/23|13:15:35|191105|268|801223401287|117|Credipago without validation|5232|E|1|0|P|P|425000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |14/06/12||0|0|1|0|0
6323146|19520|202312|12/12/23|18:40:47|570000|1239|902656084858|107|Pago de Credito ALS|5232|E|0|0|P|P|260923.39|P|BANCA PERSONAL                     |BANCA PERSONAL                     |16/11/07||0|0|1|0|0
582461|582461|202312|07/12/23|13:18:09|355006|155|801219471508|60|Depósito Aho|0099|P|0|0|P|P|300000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
9357524|8916115|202312|27/12/23|12:32:01|575000|275|902661525046|117|Credipago without validation|5150|E|1|0|P|P|312800.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |01/07/11||0|1|0|1|0
17254861|25097159|202312|20/12/23|10:24:08|194003|71|902659053574|62|Depósito Cte|9309|E|1|0|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |01/07/16||0|1|0|0|1
4327203|7376780|202312|01/12/23|09:28:19|285011|17|902652182986|117|Credipago without validation|5143|E|1|0|P|P|250000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |03/03/04||0|1|0|1|1
12672880|10036012|202312|19/12/23|10:09:34|575000|78|902658518439|62|Depósito Cte|5010|E|1|0|P|P|338850.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |23/11/10||0|0|0|0|0
12537523|6413777|202312|16/12/23|10:26:10|193024|47|902657664983|62|Depósito Cte|0140|E|0|0|P|P|400000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |17/11/00||0|0|1|0|0
22506715|7539399|202312|01/12/23|15:26:14|390000|364|801216872236|62|Depósito Cte|7491|E|1|0|P|P|395000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |18/11/16||0|0|1|1|1
9527788|9527788|202312|22/12/23|10:50:47|480000|158|902660095575|62|Depósito Cte|0122|E|1|1|E|E|290030.00|E|EMPRESA                            |EMPRESA                            |01/07/11|01/07/11|0|0|0|1|1
27039088|6526282|202312|27/12/23|17:42:45|570004|579|902661787894|62|Depósito Cte|5231|E|0|0|P|P|1968620.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/03/22||0|0|1|0|0
33824|11951602|202312|06/12/23|11:14:09|191143|75|801218770044|115|Credipago with partial validation|0122|E|1|0|E|P|356011.50|P|EMPRESA                            |BANCA PERSONAL                     |28/04/94||0|0|0|0|0
23403417|7968776|202312|11/12/23|15:32:44|215002|715|902655380018|62|Depósito Cte|9309|E|1|0|P|P|226875.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |11/04/13||0|0|1|0|0
3621026||202312|28/12/23|17:42:16|318000|264|801228200430|62|Depósito Cte|0091|P|0|0|P||295000.00||BANCA PERSONAL                     ||||0|0|0|0|0
21835|21835|202312|29/12/23|12:44:52|550000|162|902662539942|62|Depósito Cte|9309|P|1|1|P|P|253610.72|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
22886185|22868037|202312|12/12/23|14:14:35|235000|334|801220797697|62|Depósito Cte|5122|E|1|0|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |28/09/17||0|0|1|0|0
17962209|5663774|202312|28/12/23|13:20:47|533000|131|801227939617|62|Depósito Cte|5122|E|1|0|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |03/10/16||0|0|1|0|1
23656265|23884286|202312|28/12/23|18:21:45|375000|567|902662326842|62|Depósito Cte|9309|E|0|0|P|P|220000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |21/11/14||0|0|0|0|0
13906912|22383949|202312|15/12/23|12:56:18|191033|192|902657268316|117|Credipago without validation|5122|E|1|0|E|P|215850.00|P|EMPRESA                            |BANCA PERSONAL                     |05/11/14||0|0|1|0|0
6918065|22050954|202312|22/12/23|17:30:12|350000|411|801226091824|62|Depósito Cte|7414|E|1|0|P|P|300000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |04/12/07||0|0|0|0|0
8672384|21226791|202312|26/12/23|13:03:05|193055|99|902661036044|62|Depósito Cte|6712|E|1|0|E|P|276845.00|P|EMPRESA                            |BANCA PERSONAL                     |12/02/09||0|0|0|0|0
8672384|21226791|202312|18/12/23|16:24:45|193055|230|902658306345|62|Depósito Cte|6712|E|1|0|E|P|280670.00|P|EMPRESA                            |BANCA PERSONAL                     |12/02/09||0|0|0|0|0
4877301|3039055|202312|12/12/23|15:49:38|205000|299|902655930340|60|Depósito Aho|5520|P|0|0|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
14746|10294890|202312|02/12/23|14:17:55|560000|214|902652948849|60|Depósito Aho|6599|E|1|0|E|P|293509.10|P|EMPRESA                            |BANCA PERSONAL                     |01/12/94||0|0|0|0|0
70555|70555|202312|05/12/23|10:26:54|380000|47|801218123415|62|Depósito Cte|6021|E|1|1|E|E|413570.00|E|EMPRESA                            |EMPRESA                            |30/01/91|30/01/91|0|0|0|0|0
14378850|19637412|202312|14/12/23|11:30:27|380004|80|801221771383|62|Depósito Cte|6603|E|1|0|E|P|338510.22|P|EMPRESA                            |BANCA PERSONAL                     |30/01/15||0|0|0|0|0
24717447|7154938|202312|23/12/23|12:03:40|285000|356|902660713846|62|Depósito Cte|1429|E|1|0|P|P|210000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |30/07/20||0|0|1|0|0
103571|5504076|202312|28/12/23|13:47:17|215014|171|801227964479|60|Depósito Aho|0099|P|0|1|P|P|295000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
23106556|14868617|202312|26/12/23|15:17:51|305000|698|801226875143|60|Depósito Aho|0099|P|0|0|P|P|300000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
23103943|12353251|202312|11/12/23|16:22:36|193011|391|801220297380|62|Depósito Cte|9309|E|1|0|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |19/10/17||0|0|0|0|0
2096628|28990521|202312|04/12/23|13:31:23|305000|504|801217689684|62|Depósito Cte|5211|E|1|0|E|P|217620.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/93||0|0|0|0|0
2096628|23419760|202312|16/12/23|11:29:20|570000|451|902657733975|62|Depósito Cte|5211|E|1|0|E|P|228480.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/93||0|0|0|0|0
2096628|23419760|202312|21/12/23|11:26:10|570000|385|902659629927|62|Depósito Cte|5211|E|1|0|E|P|210800.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/93||0|0|0|0|0
2096628|23419760|202312|05/12/23|11:13:56|570000|398|902653619841|62|Depósito Cte|5211|E|1|0|E|P|204930.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/93||0|0|0|0|0
2096628|23419760|202312|30/12/23|11:17:50|570000|461|902663012787|62|Depósito Cte|5211|E|1|0|E|P|206450.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/93||0|0|0|0|0
26923791|10178539|202312|05/12/23|13:39:25|385000|234|801218323030|84|Emision de Cheques de Ger|5234|E|1|0|P|P|409020.45|P|BANCA PERSONAL                     |BANCA PERSONAL                     |18/02/22||0|0|1|0|0
25308941|1153918|202312|04/12/23|11:44:48|285000|330|902653106123|107|Pago de Credito ALS|5150|E|1|1|P|P|247862.68|P|BANCA PERSONAL                     |BANCA PERSONAL                     |12/04/21||0|0|1|0|0
9559758|1175366|202312|14/12/23|14:55:36|191118|414|902656870252|107|Pago de Credito ALS|7499|E|1|0|P|P|332092.35|P|BANCA PERSONAL                     |BANCA PERSONAL                     |23/08/11||0|0|1|0|0
4613804|5571554|202312|05/12/23|10:04:22|215002|98|902653554067|117|Credipago without validation|5141|E|1|0|E|P|250002.00|P|EMPRESA                            |BANCA PERSONAL                     |27/05/04||0|0|1|0|0
4552552|4552552|202312|27/12/23|17:49:35|191058|464|801227622653|60|Depósito Aho|0091|P|0|0|P|P|230000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
7103798|5202037|202312|27/12/23|14:01:37|485000|292|801227389148|62|Depósito Cte|5030|E|1|1|P|P|205900.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |15/10/08||0|0|1|0|0
11261475|1446072|202312|19/12/23|10:40:17|550000|106|902658548284|107|Pago de Credito ALS|5232|E|1|1|P|P|228905.30|P|BANCA PERSONAL                     |BANCA PERSONAL                     |07/12/12||0|0|1|0|0
69556|16497037|202312|28/12/23|11:40:00|395000|161|902661979357|62|Depósito Cte|5122|E|1|0|E|P|303860.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/85||0|0|0|0|0
28677099|19536336|202312|18/12/23|15:39:43|365000|538|801223549965|62|Depósito Cte|5131|E|1|1|P|P|389650.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |06/12/22||0|0|1|0|0
3196092|3196092|202312|04/12/23|15:49:58|315001|303|902653321214|60|Depósito Aho|0099|P|0|0|P|P|228000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
407900|1046727|202312|18/12/23|15:38:56|570002|445|801223549042|62|Depósito Cte|5190|E|1|1|P|P|244111.90|P|BANCA PERSONAL                     |BANCA PERSONAL                     |19/07/00||0|0|1|0|0
407900|1543169|202312|18/12/23|15:38:56|570002|445|801223549042|62|Depósito Cte|5190|E|1|0|P|P|244111.90|P|BANCA PERSONAL                     |BANCA PERSONAL                     |19/07/00||0|0|0|0|0
8851327|838097|202312|29/12/23|17:52:23|335000|833|801228818773|62|Depósito Cte|6719|E|1|0|C|P|679947.70|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
8851327|2483740|202312|27/12/23|11:09:24|570000|372|902661452291|62|Depósito Cte|6719|E|1|0|C|P|839079.40|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
8851327|13133797|202312|12/12/23|12:20:10|570000|488|902655769726|62|Depósito Cte|6719|E|1|0|C|P|632704.20|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
8851327|8548205|202312|06/12/23|17:36:40|335000|764|801219146377|62|Depósito Cte|6719|E|1|0|C|P|609519.30|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
720222|720222|202312|28/12/23|13:59:57|215006|259|902662096563|107|Pago de Credito ALS|9309|P|1|1|P|P|224093.67|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
8637421|5224738|202312|11/12/23|18:43:23|380000|841|801220465248|62|Depósito Cte|6712|E|1|1|C|C|716045.20|E|BANCA CORPORATIVA                  |BANCA CORPORATIVA                  |02/11/16|01/09/05|0|0|0|0|0
8637421|5224738|202312|29/12/23|10:39:50|380000|139|801228364075|62|Depósito Cte|6712|E|1|1|C|C|484564.40|E|BANCA CORPORATIVA                  |BANCA CORPORATIVA                  |02/11/16|01/09/05|0|0|0|0|0
8637421|3072941|202312|16/12/23|10:13:44|380000|95|801222867652|62|Depósito Cte|6712|E|1|0|C|P|531397.20|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |02/11/16||0|0|0|0|0
3578303|3703668|202312|11/12/23|17:13:59|305000|924|801220361029|60|Depósito Aho|0091|P|1|0|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
14172275|29283829|202312|13/12/23|13:33:19|285008|169|801221332744|60|Depósito Aho|0099|P|1|0|P|P|245450.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
26129346|25222607|202312|19/12/23|11:20:50|380008|77|902658587406|62|Depósito Cte|4520|E|1|0|P|P|400000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |27/09/11||0|0|0|0|0
19536547|19536336|202312|18/12/23|15:47:59|365000|538|801223559342|62|Depósito Cte|5190|E|1|1|P|P|300000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |03/05/17||0|0|0|0|0
23153796|9122080|202312|19/12/23|12:19:59|191033|172|902658643585|62|Depósito Cte|5131|E|1|0|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |16/06/16||0|0|1|0|0
