CODCLAVECICBENEFICIARIO|CODCLAVECICSOLICITANTE|PERIODO|FECDIA|HORINITRANSACCION|CODSUCAGE|CODSESION|CODINTERNOTRANSACCION|CODTRANSACCIONVENTANILLA|DESTRANSACCIONVENTANILLA|ACTV_BENEFICIARIO|TIPPER_BENEFICIARIO|FLG_FFNN_BENEFICIARIO|FLG_FFNN_SOLICITANTE|TIPBANCA_BENEFICIARIO|TIPBANCA_SOLICITANTE|MTOTRANSACCION|TIPPER_SOLICITANTE|DESBANCA_BENEFICIARIO|DESBANCA_SOLICITANTE|FECONS_BENEFICIARIO|FECONS_SOL|FLG_AN_BENEFICIARIO|FLG_AN_SOLICITANTE|FLG_REL|FLG_ROS_BEN|FLG_ROS_SOL
6248389|6248389|202312|13/12/23|11:58:06|350000|129|801221247629|107|Pago de Credito ALS|5239|P|1|1|P|P|202610.10|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
13742|5261653|202312|14/12/23|10:59:00|191095|96|801221738986|117|Credipago without validation|2423|E|1|0|E|P|312000.00|P|EMPRESA                            |BANCA PERSONAL                     |19/08/88||0|0|0|0|0
59820|17712231|202312|28/12/23|11:57:29|205000|167|902661996237|117|Credipago without validation|5010|E|1|1|E|P|369586.00|P|EMPRESA                            |BANCA PERSONAL                     |04/01/93||0|0|0|0|0
12106528|19536336|202312|18/12/23|15:46:01|365000|538|801223557200|60|Depósito Aho|9309|P|1|1|P|P|500000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
23724594|11340305|202312|23/12/23|12:44:02|401000|182|902660761818|62|Depósito Cte|5121|E|1|0|P|P|250000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |05/12/19||0|0|1|0|0
15972216|8140037|202312|21/12/23|13:20:58|435001|141|902659725622|60|Depósito Aho|5150|E|1|0|P|P|260000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |14/01/16||0|0|1|0|0
11346828|2881506|202312|02/12/23|11:12:49|194000|170|801217226372|62|Depósito Cte|5190|E|1|0|P|P|207614.67|P|BANCA PERSONAL                     |BANCA PERSONAL                     |04/03/13||0|0|0|0|0
27235189|460623|202312|30/12/23|10:37:11|215002|150|902662963878|62|Depósito Cte|4520|E|1|1|P|P|240175.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/11/16||0|0|1|0|0
16434795|721289|202312|11/12/23|14:14:55|215011|297|902655312365|62|Depósito Cte|5050|E|1|0|P|P|277055.70|P|BANCA PERSONAL                     |BANCA PERSONAL                     |04/09/14||0|0|1|0|0
21294271|1005185|202312|06/12/23|18:19:19|305006|446|902654488844|62|Depósito Cte|9309|E|1|0|P|P|445302.50|P|BANCA PERSONAL                     |BANCA PERSONAL                     |04/08/16||0|0|0|0|0
2096628|28990521|202312|26/12/23|11:34:26|305000|293|801226662107|62|Depósito Cte|5211|E|1|0|E|P|238830.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/93||0|0|0|0|0
2096628|23419760|202312|27/12/23|11:20:02|570000|424|902661461960|62|Depósito Cte|5211|E|1|0|E|P|241530.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/93||0|0|0|0|0
27203805|11969479|202312|27/12/23|12:41:48|191002|161|902661532696|62|Depósito Cte|9309|E|0|0|P|P|600000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |25/03/22||0|0|0|0|0
4613804|3556867|202312|02/12/23|10:11:44|215002|120|902652729724|62|Depósito Cte|5141|E|1|0|E|P|600000.00|P|EMPRESA                            |BANCA PERSONAL                     |27/05/04||0|0|0|0|0
6182113|13764391|202312|13/12/23|15:39:45|200000|389|902656417774|60|Depósito Aho|0099|P|0|0|P|P|206050.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
5380979|5380979|202312|06/12/23|14:26:34|305000|544|801218952082|101|Liquidacion de Letras|0091|P|0|0|P|P|303225.28|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
8406930|8406930|202312|16/12/23|10:16:18|191074|64|902657654757|62|Depósito Cte|9199|E|0|0|P|P|500000.00|E|BANCA PERSONAL                     |BANCA PERSONAL                     |02/12/09|02/12/09|0|0|0|0|0
46111|191269|202312|11/12/23|13:32:45|285000|456|902655275984|115|Credipago with partial validation|1554|E|1|1|C|P|411440.50|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |26/08/60||0|0|0|0|0
23140222|23140222|202312|18/12/23|17:36:45|194025|468|801223686877|107|Pago de Credito ALS|0099|P|1|1|P|P|216739.93|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
69556|4586833|202312|27/12/23|10:35:07|395000|63|902661421355|62|Depósito Cte|5122|E|1|0|E|P|370000.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/85||0|0|1|0|0
21482735|193554|202312|22/12/23|13:26:14|435000|179|801225842474|62|Depósito Cte|7421|E|1|0|P|P|244000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |20/12/17||0|0|0|0|0
8851327|4306183|202312|05/12/23|11:11:32|570000|391|902653617622|62|Depósito Cte|6719|E|1|0|C|P|755823.90|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
27572470|14154099|202312|18/12/23|14:33:22|480000|336|902658203865|62|Depósito Cte|6711|E|0|0|P|P|250850.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/11/16||0|0|0|0|0
5097808|8217618|202312|30/12/23|12:37:33|395000|189|902663113728|117|Credipago without validation|5190|E|1|0|C|P|311721.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |14/07/05||1|0|0|1|0
16263143|27211837|202312|28/12/23|13:55:19|550000|228|902662092925|62|Depósito Cte|4520|E|0|0|P|P|300000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |03/03/16||1|0|0|1|0
8672384|4579391|202312|20/12/23|14:28:55|194011|195|902659267645|62|Depósito Cte|6712|E|1|0|E|P|294970.00|P|EMPRESA                            |BANCA PERSONAL                     |12/02/09||0|1|0|0|1
3747455|6209959|202312|11/12/23|11:12:36|405000|190|801219966572|62|Depósito Cte|5190|E|1|0|P|P|237970.59|P|BANCA PERSONAL                     |BANCA PERSONAL                     |27/06/02||0|0|0|0|0
8637421|7340839|202312|02/12/23|12:53:20|380000|311|801217347510|62|Depósito Cte|6712|E|1|0|C|P|498159.20|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |02/11/16||0|0|0|0|0
3176372|11230255|202312|11/12/23|11:49:10|191020|134|801220008244|113|Credipago con validación completa|9309|E|1|0|E|P|255635.00|P|EMPRESA                            |BANCA PERSONAL                     |10/03/93||0|0|0|0|1
6135938|19960690|202312|29/12/23|13:20:49|285000|395|902662569284|117|Credipago without validation|1531|E|0|0|P|P|305000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |14/12/06||0|0|0|1|0
1827918|1827918|202312|18/12/23|16:22:38|395000|487|902658303609|60|Depósito Aho|0099|P|1|1|P|P|300000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|1|1
9527788|9527788|202312|07/12/23|11:53:01|480000|230|902654658975|62|Depósito Cte|0122|E|1|1|E|E|574650.00|E|EMPRESA                            |EMPRESA                            |01/07/11|01/07/11|0|0|0|1|1
9527788|9527788|202312|04/12/23|10:55:02|480000|148|902653062367|62|Depósito Cte|0122|E|1|1|E|E|207750.00|E|EMPRESA                            |EMPRESA                            |01/07/11|01/07/11|0|0|0|1|1
9527788|9527788|202312|26/12/23|11:18:42|480000|186|902660940977|62|Depósito Cte|0122|E|1|1|E|E|224670.00|E|EMPRESA                            |EMPRESA                            |01/07/11|01/07/11|0|0|0|1|1
10083609|12295534|202312|27/12/23|13:24:12|220000|304|801227352610|62|Depósito Cte|5122|E|1|0|P|P|208855.30|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/01/12||0|0|0|1|0
16217|3012808|202312|26/12/23|18:12:30|435002|334|801227064488|115|Credipago with partial validation|2710|E|1|1|C|P|376154.87|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |15/12/98||0|0|0|0|0
65798|154833|202312|28/12/23|17:51:51|355004|370|902662302427|115|Credipago with partial validation|1520|E|1|0|C|P|260000.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |01/03/95||0|0|0|0|0
10806936|5080683|202312|26/12/23|10:43:21|445000|64|902660907286|62|Depósito Cte|5122|E|1|1|P|P|444000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |05/09/12||0|0|0|0|0
3454983|3010416|202312|14/12/23|14:38:32|193011|371|801221939506|62|Depósito Cte|7493|E|1|1|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |28/02/02||0|0|1|0|0
21298288|21298288|202312|20/12/23|12:00:36|193010|184|801224574622|60|Depósito Aho|0099|P|0|0|P|P|222180.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
12879435|16548947|202312|28/12/23|12:31:56|365002|155|801227894194|62|Depósito Cte|5143|E|1|0|P|P|234702.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |01/11/13||0|0|0|0|0
71541|4016147|202312|29/12/23|15:14:35|191069|339|801228640669|117|Credipago without validation|1543|E|1|1|E|P|508961.80|E|EMPRESA                            |BANCA PERSONAL                     |15/12/39|07/01/04|0|0|0|0|0
|24161413|202312|04/12/23|17:59:23|585000|395|801217988852|87|Emision Transferencias Electronicas Interb.Abon.Cta|||0|0||P|300118.50|P||BANCA PERSONAL                     |||0|0|0|0|0
21835|21835|202312|29/12/23|12:44:37|550000|162|902662539453|62|Depósito Cte|9309|P|1|1|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
2379096|2379096|202312|06/12/23|15:56:39|215006|355|902654352794|60|Depósito Aho|9309|P|0|0|P|P|269000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
25515995|86628|202312|28/12/23|12:51:56|194030|139|902662041864|62|Depósito Cte|6023|E|0|1|P|P|300000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |23/08/21||0|0|1|0|0
341480|7648801|202312|15/12/23|11:48:29|533000|86|801222357369|62|Depósito Cte|5121|E|1|1|E|P|276965.70|P|EMPRESA                            |BANCA PERSONAL                     |02/01/67||0|0|0|0|0
12030913|12095606|202312|05/12/23|13:45:57|355000|509|902653750640|60|Depósito Aho|9309|P|1|0|P|P|229910.60|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
12844012|12844012|202312|27/12/23|12:37:05|380000|332|801227308692|62|Depósito Cte|5122|E|1|1|C|C|235020.00|E|BANCA CORPORATIVA                  |BANCA CORPORATIVA                  |25/03/14|25/03/14|0|0|0|0|0
26281020|7852176|202312|15/12/23|11:18:11|194030|59|902657179168|62|Depósito Cte|1712|E|1|0|P|P|251700.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |12/08/21||0|0|1|0|0
3421047|11923862|202312|13/12/23|12:45:40|355004|186|902656288184|115|Credipago with partial validation|0130|E|1|0|E|P|250000.00|P|EMPRESA                            |BANCA PERSONAL                     |04/11/02||0|0|0|0|0
18334843|7200745|202312|27/12/23|14:01:03|305000|606|801227388721|60|Depósito Aho|0091|P|0|1|P|P|300000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
8865092|8865092|202312|21/12/23|09:24:11|385001|8|902659520325|60|Depósito Aho|0091|P|1|1|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
70555|16300|202312|11/12/23|17:45:16|380000|723|801220400952|62|Depósito Cte|6021|E|1|1|E|P|314770.00|E|EMPRESA                            |BANCA PERSONAL                     |30/01/91|22/01/99|0|0|0|0|1
70555|70555|202312|13/12/23|14:59:34|380000|455|801221403952|62|Depósito Cte|6021|E|1|1|E|E|495330.00|E|EMPRESA                            |EMPRESA                            |30/01/91|30/01/91|0|0|0|0|0
1048367|1048367|202312|14/12/23|18:05:44|375000|609|902657029881|60|Depósito Aho|0091|P|0|0|P|P|245000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
25985911|127936|202312|23/12/23|10:15:50|250000|72|801226252531|62|Depósito Cte|4520|E|0|1|P|P|240806.52|P|BANCA PERSONAL                     |BANCA PERSONAL                     |17/06/21||0|0|0|0|0
2469403|2469403|202312|28/12/23|18:26:13|480000|603|902662329336|60|Depósito Aho|5234|P|1|1|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
28836606|17639735|202312|28/12/23|12:47:09|475000|336|801227908007|62|Depósito Cte|9309|E|0|0|P|P|490730.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |25/05/15||0|0|1|0|0
15915913|15040949|202312|12/12/23|12:45:27|535000|234|801220716749|62|Depósito Cte|5190|E|1|0|P|P|344010.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |08/01/16||0|0|1|0|0
15915913|15040949|202312|18/12/23|14:37:11|535000|360|801223485085|62|Depósito Cte|5190|E|1|0|P|P|398200.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |08/01/16||0|0|1|0|0
8755904|21506959|202312|21/12/23|16:48:26|215004|607|902659895547|62|Depósito Cte|7499|E|1|0|P|P|250000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/12/10||0|0|0|0|0
27761097|27761097|202312|29/12/23|18:11:57|194044|257|902662840016|62|Depósito Cte|9309|E|0|0|P|P|251269.90|E|BANCA PERSONAL                     |BANCA PERSONAL                     |20/08/21|20/08/21|0|0|0|0|0
105788|105788|202312|04/12/23|16:14:43|193017|352|801217856241|87|Emision Transferencias Electronicas Interb.Abon.Cta|9309|P|0|0|P|P|305004.30|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
49202|5243869|202312|06/12/23|12:54:16|570000|559|902654214902|115|Credipago with partial validation|1542|E|1|0|C|P|310060.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |23/10/70||0|0|0|0|0
138446|6052274|202312|05/12/23|16:19:50|390000|411|801218471670|62|Depósito Cte|5231|E|1|1|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |15/04/94||0|0|1|0|0
22464711|27575990|202312|22/12/23|16:51:01|550000|433|902660410768|62|Depósito Cte|0091|E|0|0|P|P|297113.53|P|BANCA PERSONAL                     |BANCA PERSONAL                     |12/11/15||0|0|0|0|0
9729994|3367693|202312|14/12/23|18:13:00|285006|465|801222152998|107|Pago de Credito ALS|5239|E|1|1|P|P|217848.27|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/12/11||0|0|1|0|0
8406930|2722491|202312|15/12/23|10:53:40|191074|80|902657156519|62|Depósito Cte|9199|E|0|0|P|P|638000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/12/09||0|0|1|0|0
4552552|4552552|202312|22/12/23|16:58:25|191058|372|801226053565|60|Depósito Aho|0091|P|0|0|P|P|300000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
69556|10585000|202312|20/12/23|10:45:13|395000|86|902659072441|62|Depósito Cte|5122|E|1|0|E|P|303770.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/85||0|0|0|0|0
12512270|11321172|202312|27/12/23|12:10:03|194066|122|801227281844|62|Depósito Cte|1721|E|1|0|P|P|245000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |16/08/10||0|0|1|0|0
8432109|4628362|202312|12/12/23|18:00:48|191069|482|801221028942|107|Pago de Credito ALS|5131|E|1|1|P|P|293534.25|P|BANCA PERSONAL                     |BANCA PERSONAL                     |13/11/15||0|0|1|0|0
27964663|62832|202312|28/12/23|10:07:31|375000|60|902661894100|62|Depósito Cte|5190|E|0|0|P|P|218400.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/11/16||0|0|0|0|0
33884|58864|202312|13/12/23|17:02:07|305000|801|801221522970|62|Depósito Cte|5122|E|1|1|E|E|208871.90|P|EMPRESA                            |EMPRESA                            |09/07/79||0|0|1|0|1
62627|91421|202312|21/12/23|13:30:39|365002|174|801225263961|116|Credipago con validación por rangos|2710|E|1|1|C|P|247070.72|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |31/12/97||0|0|0|0|0
8851327|3065526|202312|16/12/23|12:04:13|335000|330|801223001981|62|Depósito Cte|6719|E|1|0|C|P|788186.80|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
8851327|4306183|202312|11/12/23|14:47:06|570000|871|902655339185|62|Depósito Cte|6719|E|1|0|C|P|494728.50|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
8851327|8548205|202312|21/12/23|16:29:58|335000|694|801225430038|62|Depósito Cte|6719|E|1|0|C|P|748977.10|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
8851327|7782324|202312|15/12/23|10:58:15|570000|294|902657160314|62|Depósito Cte|6719|E|1|0|C|P|481851.10|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
8637421|5224738|202312|12/12/23|14:35:59|380000|456|801220816250|62|Depósito Cte|6712|E|1|1|C|C|486208.60|E|BANCA CORPORATIVA                  |BANCA CORPORATIVA                  |02/11/16|01/09/05|0|0|0|0|0
8637421|5224738|202312|19/12/23|11:06:07|380000|183|801223902109|62|Depósito Cte|6712|E|1|1|C|C|226922.30|E|BANCA CORPORATIVA                  |BANCA CORPORATIVA                  |02/11/16|01/09/05|0|0|0|0|0
9303389|2673472|202312|18/12/23|11:13:17|480000|150|902658014422|62|Depósito Cte|5139|E|1|1|P|P|215000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |17/02/10||0|0|1|0|0
1321636|1321636|202312|12/12/23|10:22:57|215005|89|902655662304|60|Depósito Aho|0099|P|1|1|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
55168|10810645|202312|14/12/23|18:22:12|191018|317|801222159277|117|Credipago without validation|7010|E|1|0|C|P|250000.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |14/11/86||0|0|0|0|0
8030244|1096447|202312|07/12/23|16:39:35|440000|473|801219664168|62|Depósito Cte|7421|E|0|0|P|P|230000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |09/12/09||0|0|1|0|0
30543028|8612881|202312|26/12/23|17:47:54|390001|344|902661290933|62|Depósito Cte|5131|E|0|0|P|P|409000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |27/10/23||0|0|0|0|0
69556|11048610|202312|14/12/23|10:39:01|395000|20|902656659541|62|Depósito Cte|5122|E|1|0|E|P|367690.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/85||0|0|0|0|0
8851327|10524240|202312|19/12/23|17:20:20|335000|766|801224290178|62|Depósito Cte|6719|E|1|0|C|P|626691.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
12844012|11980486|202312|14/12/23|17:16:40|305000|901|801222093342|62|Depósito Cte|5122|E|1|0|C|P|214460.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/14||0|0|0|0|0
8637421|14616669|202312|16/12/23|10:25:55|380000|135|801222881435|62|Depósito Cte|6712|E|1|0|C|P|470241.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |02/11/16||0|0|0|0|0
14525679|12443338|202312|28/12/23|13:55:10|191120|224|801227971912|62|Depósito Cte|5141|E|1|0|P|P|699880.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |14/11/13||0|0|0|0|0
21393431|6345692|202312|12/12/23|14:49:49|191002|297|902655886536|128|Pago SUNAT formulario 1662|5190|E|1|0|P|P|286899.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |19/09/17||0|0|0|0|0
23388086|10023072|202312|22/12/23|15:34:11|191088|361|902660339483|62|Depósito Cte|5122|E|1|0|E|P|236463.80|P|EMPRESA                            |BANCA PERSONAL                     |05/08/19||0|0|1|0|0
23388086|10023072|202312|20/12/23|14:00:06|191088|268|902659245127|62|Depósito Cte|5122|E|1|0|E|P|246507.10|P|EMPRESA                            |BANCA PERSONAL                     |05/08/19||0|0|1|0|0
60648|8481595|202312|01/12/23|11:12:31|385000|134|801216638487|62|Depósito Cte|9309|E|1|0|P|P|229000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |25/04/93||0|0|1|0|0
13891114|13485247|202312|27/12/23|17:47:50|415000|344|801227621014|117|Credipago without validation|5190|E|1|0|P|P|250000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |25/02/13||0|0|0|0|0
7926860|9420291|202312|13/12/23|17:55:00|191064|472|902656541168|117|Credipago without validation|9309|E|1|0|P|P|290000.00|E|BANCA PERSONAL                     |BANCA PERSONAL                     |02/11/09|30/11/10|0|0|0|0|0
14492634|18346355|202312|14/12/23|12:11:01|191105|187|801221812726|117|Credipago without validation|5232|E|1|0|P|P|300000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |14/06/12||0|0|1|0|0
14586833|3897461|202312|27/12/23|16:48:27|545000|328|801227572285|107|Pago de Credito ALS|5510|E|0|1|P|P|227846.42|P|BANCA PERSONAL                     |BANCA PERSONAL                     |24/06/15||0|0|1|0|0
17921598|17921598|202312|14/12/23|13:25:51|255000|181|801221878913|60|Depósito Aho||P|0|0|P|P|265000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
6984858|1147786|202312|07/12/23|11:06:07|193057|56|801219341696|60|Depósito Aho|0091|P|0|0|P|P|260000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
5097808|8898726|202312|19/12/23|11:13:21|475000|240|801223911174|117|Credipago without validation|5190|E|1|0|C|P|690760.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |14/07/05||1|0|0|1|0
13136666|7723995|202312|05/12/23|18:15:46|335000|710|801218608104|60|Depósito Aho|0099|P|0|0|P|P|225600.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||1|0|0|1|0
3897461|3897461|202312|27/12/23|17:15:34|545000|328|801227593666|107|Pago de Credito ALS|0091|P|1|1|P|P|240614.20|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
1078657|5450862|202312|29/12/23|10:23:47|220000|141|801228346727|60|Depósito Aho|7513|E|1|0|P|P|800000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |13/09/60||0|1|0|1|1
71541|6209959|202312|14/12/23|10:59:01|405000|176|801221738963|117|Credipago without validation|1543|E|1|0|E|P|285000.00|P|EMPRESA                            |BANCA PERSONAL                     |15/12/39||0|0|0|0|0
1078657|10965013|202312|29/12/23|11:00:30|220000|196|801228387328|60|Depósito Aho|7513|E|1|0|P|P|330000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |13/09/60||0|0|1|1|0
9527788|9527788|202312|18/12/23|10:42:30|480000|116|902657981844|62|Depósito Cte|0122|E|1|1|E|E|854750.00|E|EMPRESA                            |EMPRESA                            |01/07/11|01/07/11|0|0|0|1|1
87768|65789|202312|12/12/23|16:33:01|355004|311|902655974235|62|Depósito Cte|5141|E|1|1|P|P|297170.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |28/05/99||0|0|1|1|0
2038976|2038976|202312|21/12/23|09:35:39|215005|32|902659533205|84|Emision de Cheques de Ger|0099|P|0|0|P|P|297228.85|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
23750941|19480496|202312|20/12/23|14:24:59|305000|689|801224715422|62|Depósito Cte|0500|E|0|0|P|P|350000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |13/12/19||0|0|1|0|0
48420|6098341|202312|01/12/23|12:05:04|191069|195|801216694709|117|Credipago without validation|1810|E|1|1|E|P|203978.10|E|EMPRESA                            |BANCA PERSONAL                     |03/10/88|15/05/07|0|0|0|0|0
27156903|3452767|202312|20/12/23|10:49:50|355004|46|902659076518|60|Depósito Aho|5141|E|1|0|P|P|260630.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |26/11/16||0|0|0|0|0
18258|1984672|202312|06/12/23|17:27:44|550000|408|902654439811|117|Credipago without validation|5143|E|1|1|P|P|463500.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |12/09/97||0|0|1|0|0
21835|23072186|202312|12/12/23|12:20:05|585000|140|801220692339|60|Depósito Aho|9309|P|1|0|P|P|201146.20|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
22616512|1620138|202312|22/12/23|10:02:14|194000|68|801225626294|62|Depósito Cte|5122|E|1|1|P|P|221116.31|P|BANCA PERSONAL                     |BANCA PERSONAL                     |25/04/18||0|0|1|0|0
14149421|14149421|202312|06/12/23|13:53:11|345000|186|902654260149|60|Depósito Aho|0099|P|1|1|P|P|300000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
12844012|6878847|202312|23/12/23|11:15:31|380000|186|801226325153|62|Depósito Cte|5122|E|1|0|C|P|201360.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/14||0|0|0|0|1
12844012|12844012|202312|11/12/23|13:58:39|380000|409|801220146592|62|Depósito Cte|5122|E|1|1|C|C|209230.00|E|BANCA CORPORATIVA                  |BANCA CORPORATIVA                  |25/03/14|25/03/14|0|0|0|0|0
28088704|149426|202312|06/12/23|17:34:33|200000|515|902654446130|115|Credipago with partial validation|7414|E|1|0|C|P|275000.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |02/11/16||0|0|0|0|0
22407363|26046676|202312|15/12/23|10:28:12|191010|87|801222266193|60|Depósito Aho|0091|P|0|0|P|P|203000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
16633075|23386968|202312|26/12/23|11:14:41|305006|90|902660937158|117|Credipago without validation|1514|E|1|1|P|P|200003.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |26/02/16||0|0|0|0|0
9456107|2180234|202312|28/12/23|13:55:51|305000|520|801227972710|117|Credipago without validation|5010|E|1|1|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |26/09/09||0|0|1|0|0
29287259|12499485|202312|21/12/23|15:16:43|365002|229|801225358343|62|Depósito Cte|5122|E|0|0|P|P|238022.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |02/11/16||0|0|0|0|0
22024180|5845429|202312|18/12/23|19:37:50|191118|809|902658454431|117|Credipago without validation|5190|E|1|1|P|P|249900.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |26/03/18||0|0|1|0|0
15228827|556724|202312|18/12/23|13:55:08|200000|308|902658170016|60|Depósito Aho||P|0|1|P|P|200000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
23980138|13169632|202312|27/12/23|10:15:44|305000|154|801227162465|117|Credipago without validation|5233|E|1|0|E|P|219460.00|P|EMPRESA                            |BANCA PERSONAL                     |02/01/20||0|0|0|0|0
2658009|22402295|202312|14/12/23|18:02:01|305007|455|801222144938|84|Emision de Cheques de Ger|0091|P|0|1|P|P|472037.60|E|BANCA PERSONAL                     |BANCA PERSONAL                     ||12/07/18|0|0|0|0|0
9817886|9817886|202312|21/12/23|11:40:22|540000|254|902659642497|60|Depósito Aho|0091|P|1|1|P|P|268400.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
